Category,cleaned_resume
Electrical Engineering,education details electrical engineering skill details microsft office excell power point exprience 120 monthscompany details company indian navy description academia matric diploma electrical engineering nuclear biological chemical defence damage control including fire fighting leadership certificate course 02 weeks management certificate course 04 weeks advance fire fighting including industrial safety 24 weeks
Electrical Engineering,achievement oriented people management skills ability manage change ease proven strength problem solving coordination analysis strong communication interpersonal learning organizing skills matched ability manage stress time people effectively able handle multiple task projects simultaneously willing travel relocate education details b e electrical electronics engineering gulbarga karnataka vtu vishweshwariya university hsc wai maharashtra kisanveer mahavidyalay wai kohlapur university electrical engineer electrical engineer refcon engineering pvt ltd skill details company details company refcon engineering pvt ltd description greenfield project project status 1 libs braseries burkena faso africa completed 2 citrus processing india nanded completed 3 carlsberg group myanmar yangon completed 4 u b united breweries mysore completed 5 u b united breweries hyderabad completed 6 haldiram foods pvt ltd nagpur completed 7 tetra pak india pvt ltd amreli completed 8 u b united breweries rajasthan completed handling activities project preparing project schedules plans engineering designs drawings technical specifications per clients requirements review process p id selection instrument get energy efficient process material specifications approval modifications electrical drawing per requirement process flow diagrams general electrical standards carry automation engineering includes hardware software specification generate control philosophy process automation per p id process necessary technical documentation manuals calculate estimation value projects price bidding clients includes mcc plc panel power control cabling trays earthing material etc selection electrical switchgear ht lt pcc mcc apfc panels power control cable motors protection metering ct pts acbs earthing lightning analog digital instruments floating project enquiries communicate vendors evaluate vendor quotes technical alignment generate power distribution sld drawings per load flow general arrangement drawings panels controllers logic diagrams developing cable route plan schedules cable tray layout autocad tool detailing installation commissioning troubleshooting mcc plc lt panels vfd drives soft starters programming danfoss schnider vacon siemens abb drives working experience siemens s7 300 1200 1500 et 200s series allen bready rs logix5000 plc installation calibration troubleshooting field instruments pressure temperature transmitter pneumatic valves actuators modulating valves solenoid valve flow meter flow switches flow transmitter level transmitter etc carry loop testing per control cable schedule hands experience troubleshooting engineering services maintenance operation managing various electrical power system equipments supervising commissioning activities handling mechanical maintenance service activities operating plant company kisanveer sugars pvt ltd description handling activities 1 5 years experience worked asst electrical engineer erection field across 22 mw power plant testing commissioning electrical maintenance operation allied activities testing commissioning installation ht lt panels vfd drives dc drives panels scheduling planning predictive preventive maintenance process plants root cause analysis including budgeting cost control activities managing overhauling maintenance lt motors dc shunt motors panel switchgears vfds soft starters dg set amf panel plant lighting installation commissioning maintenance power distribution transformer acb vcb sf6 breaker ct pt units fcbc panels ups protection system include microprocessor based relay numerical relay relay co ordination monitoring plans schedules start maintenance activities achieving targets implementing maintenance systems shut time daily power monitoring calculations reporting monthly basis
Electrical Engineering,education details july 2016 may 2019 electrical electronics engineering bhopal madhya pradesh rgpv july 2012 may 2015 diploma electrical electrical engineering bhopal madhya pradesh rgpv university bhopal matric ghs bhuli electrical engineering skill details basic computer electrical machine electrical wiring solar power plant distribution substation exprience less 1 year monthscompany details company enigma business advisor description solar energy 1 solar power plant installation 2 maintenance transmission distribution line 1 installation
Electrical Engineering,education details january 2012 january 2013 b e electrical shivaji university september 2008 hsc pune maharashtra pune university july 2006 ssc pune maharashtra pune university electrical engineer electrical engineer r k electrical pvt ltd skill details company details company r k electrical pvt ltd description experience 1 year 3 months troubleshooting maintenance following electrical equipment type maintenance utility electrical mechanical maintenance two 625 kva diesel generator set kirloskar ht lt switchgear protection system using relays provision interlocking c kirloskar handling ht vacuum sf6 circuit breaker transformer 5000 kva lt air circuit breaker 2000a maintenance stp wtp plant maintenance air blower actuators soft starter eot crane mono rail centrifugal vertical pumps hydraulic machine rolling machine lath machine drill machine ahu hvac chiller etc basic knowledge plc scada operation trouble shooting switchgear control panel pump motor maintenance ups battery charger battery bank motor testing ht lt 450 kw monitoring controlling 110v control panel relays panel involved fault finding relay resetting monitoring correcting power factor service maintenance 55 kw submersible pump maintenance mcc pcc panel servicing motor associated component motor operated valve problem solving power contactor auxiliary contactor relay ct pt effecting preventive predictive maintenance schedules equipment order increase uptime reliability maintenance operation day day activity operation preventive maintenance day day breakdown maintenance conventional maintaining log book check list 33 22kv main feeder 22 11kv distribution line maint h l break work electrical safety knowledge various aspect safety application requirement familiar various safety equipment tools lockout tag electrical switchgear work issue work permit line clearance work electrical distribution network requirement proper usage protective equipment ident statistics
Electrical Engineering,skills 1 mc office 2 autocad 2016 3 introductory knowledge eplan 4 sap erp product specific coding strengths 1 ability complete work within stipulated time 2 keeping calm pressure 3 multi tasking 4 experienced project engineering role 5 good interpersonal skills team spirit flexibility cope stress 6 fluent english 7 good knowledge international standards rules like iso atex nfpa iec nec shell dep etc college final year project topic study control state power grid maharashtra supervisor prof jawaleker place shri sant gajanan maharaj college engineering shegaon maharashtra description project aims study power grid network operation maharashtra state regional power grid centre nagpur india education details thermal power plant engineering nangal punjab national power training institute b e electrical engineering shegaon maharashtra shri sant gajanan maharaj college engineering shegaon maharashtra india hsc chandrapur maharashtra vidya niketan jr college ssc chandrapur maharashtra vidya mandir high school industrial electrical design engineering along project management skill details autocad exprience 74 months enterprise resource planning exprience 6 months eplan exprience 6 monthscompany details company osmoflo engineering services pvt ltd description along project management 1 preparation electrical design basis electrical scope work electrical technical specification electrical data sheet electrical single line diagram sld per project standards 2 preparation review electrical drawings layouts like hazardous area classification electrical indoor outdoor lighting layout earthing lightning protection layout drawing substation equipment trench layout drawing overall cable layout drawing bill material bom mr electrical equipment cable schedules 3 oil gas water treatment plant overseas customer australia company vivid electromech pvt ltd description whole pune region period 06th june 2017 20th aug 2018 nature job electrical sales marketing project management ht lt panels bus duct voltage stabilizers residential commercial industrial projects 1 responsible sales marketing ht lt panels bust duct voltage stabilizer whole pune region overall project management awarded orders 2 developed big customer base pune region useful business development residential commercial industrial projects 3 technical design well commercial bidding negotiation meetings customers market survey 4 authorised panel builder schneider system house ti design l company ador welding ltd description period 17th july 2012 30th may 2017 nature job industrial electrical design along project operation management 1 prepare electrical design basis electrical scope work electrical technical specification electrical data sheet electrical single line diagram sld per project standards 2 prepare review electrical drawings layouts like hazardous area classification electrical indoor outdoor lighting layout earthing lightning protection layout drawing substation equipment trench layout drawing overall cable layout drawing bill material bom mr electrical equipment cable schedules 3 conversant autocad 5 years exp introductory knowledge etap excellent verbal written communication 4 4 years experience applying nec iec csa iecex atex ul fm nfpa api codes standards electrical engineering design 5 rca dfmea part design modification innovation team 6 technical quotation technical query technical bid evaluation co ordinate clients vendors projects 7 vendor development team lead review vendor documents factory eptance test fat site eptance test sat responsibilities handled 1 project lead yibal petroleum development oman project company prakash industries ltd description period 1st sept 2011 6thmay 2012 responsibilities handled 1 operation maintenance various electrical drives related cfbc boiler well turbine section 2 daily operation routine maintenance 132kv ac switch yard nature job 1 electrical operation maintenance 100 mw power plant 2 shift charge 3 months certification courses certified course autocad cadd centre jm road pune
Electrical Engineering,education details electrical engineering skill details microsft office excell power point exprience 120 monthscompany details company indian navy description academia matric diploma electrical engineering nuclear biological chemical defence damage control including fire fighting leadership certificate course 02 weeks management certificate course 04 weeks advance fire fighting including industrial safety 24 weeks
Electrical Engineering,achievement oriented people management skills ability manage change ease proven strength problem solving coordination analysis strong communication interpersonal learning organizing skills matched ability manage stress time people effectively able handle multiple task projects simultaneously willing travel relocate education details b e electrical electronics engineering gulbarga karnataka vtu vishweshwariya university hsc wai maharashtra kisanveer mahavidyalay wai kohlapur university electrical engineer electrical engineer refcon engineering pvt ltd skill details company details company refcon engineering pvt ltd description greenfield project project status 1 libs braseries burkena faso africa completed 2 citrus processing india nanded completed 3 carlsberg group myanmar yangon completed 4 u b united breweries mysore completed 5 u b united breweries hyderabad completed 6 haldiram foods pvt ltd nagpur completed 7 tetra pak india pvt ltd amreli completed 8 u b united breweries rajasthan completed handling activities project preparing project schedules plans engineering designs drawings technical specifications per clients requirements review process p id selection instrument get energy efficient process material specifications approval modifications electrical drawing per requirement process flow diagrams general electrical standards carry automation engineering includes hardware software specification generate control philosophy process automation per p id process necessary technical documentation manuals calculate estimation value projects price bidding clients includes mcc plc panel power control cabling trays earthing material etc selection electrical switchgear ht lt pcc mcc apfc panels power control cable motors protection metering ct pts acbs earthing lightning analog digital instruments floating project enquiries communicate vendors evaluate vendor quotes technical alignment generate power distribution sld drawings per load flow general arrangement drawings panels controllers logic diagrams developing cable route plan schedules cable tray layout autocad tool detailing installation commissioning troubleshooting mcc plc lt panels vfd drives soft starters programming danfoss schnider vacon siemens abb drives working experience siemens s7 300 1200 1500 et 200s series allen bready rs logix5000 plc installation calibration troubleshooting field instruments pressure temperature transmitter pneumatic valves actuators modulating valves solenoid valve flow meter flow switches flow transmitter level transmitter etc carry loop testing per control cable schedule hands experience troubleshooting engineering services maintenance operation managing various electrical power system equipments supervising commissioning activities handling mechanical maintenance service activities operating plant company kisanveer sugars pvt ltd description handling activities 1 5 years experience worked asst electrical engineer erection field across 22 mw power plant testing commissioning electrical maintenance operation allied activities testing commissioning installation ht lt panels vfd drives dc drives panels scheduling planning predictive preventive maintenance process plants root cause analysis including budgeting cost control activities managing overhauling maintenance lt motors dc shunt motors panel switchgears vfds soft starters dg set amf panel plant lighting installation commissioning maintenance power distribution transformer acb vcb sf6 breaker ct pt units fcbc panels ups protection system include microprocessor based relay numerical relay relay co ordination monitoring plans schedules start maintenance activities achieving targets implementing maintenance systems shut time daily power monitoring calculations reporting monthly basis
Electrical Engineering,education details july 2016 may 2019 electrical electronics engineering bhopal madhya pradesh rgpv july 2012 may 2015 diploma electrical electrical engineering bhopal madhya pradesh rgpv university bhopal matric ghs bhuli electrical engineering skill details basic computer electrical machine electrical wiring solar power plant distribution substation exprience less 1 year monthscompany details company enigma business advisor description solar energy 1 solar power plant installation 2 maintenance transmission distribution line 1 installation
Electrical Engineering,education details january 2012 january 2013 b e electrical shivaji university september 2008 hsc pune maharashtra pune university july 2006 ssc pune maharashtra pune university electrical engineer electrical engineer r k electrical pvt ltd skill details company details company r k electrical pvt ltd description experience 1 year 3 months troubleshooting maintenance following electrical equipment type maintenance utility electrical mechanical maintenance two 625 kva diesel generator set kirloskar ht lt switchgear protection system using relays provision interlocking c kirloskar handling ht vacuum sf6 circuit breaker transformer 5000 kva lt air circuit breaker 2000a maintenance stp wtp plant maintenance air blower actuators soft starter eot crane mono rail centrifugal vertical pumps hydraulic machine rolling machine lath machine drill machine ahu hvac chiller etc basic knowledge plc scada operation trouble shooting switchgear control panel pump motor maintenance ups battery charger battery bank motor testing ht lt 450 kw monitoring controlling 110v control panel relays panel involved fault finding relay resetting monitoring correcting power factor service maintenance 55 kw submersible pump maintenance mcc pcc panel servicing motor associated component motor operated valve problem solving power contactor auxiliary contactor relay ct pt effecting preventive predictive maintenance schedules equipment order increase uptime reliability maintenance operation day day activity operation preventive maintenance day day breakdown maintenance conventional maintaining log book check list 33 22kv main feeder 22 11kv distribution line maint h l break work electrical safety knowledge various aspect safety application requirement familiar various safety equipment tools lockout tag electrical switchgear work issue work permit line clearance work electrical distribution network requirement proper usage protective equipment ident statistics
Electrical Engineering,skills 1 mc office 2 autocad 2016 3 introductory knowledge eplan 4 sap erp product specific coding strengths 1 ability complete work within stipulated time 2 keeping calm pressure 3 multi tasking 4 experienced project engineering role 5 good interpersonal skills team spirit flexibility cope stress 6 fluent english 7 good knowledge international standards rules like iso atex nfpa iec nec shell dep etc college final year project topic study control state power grid maharashtra supervisor prof jawaleker place shri sant gajanan maharaj college engineering shegaon maharashtra description project aims study power grid network operation maharashtra state regional power grid centre nagpur india education details thermal power plant engineering nangal punjab national power training institute b e electrical engineering shegaon maharashtra shri sant gajanan maharaj college engineering shegaon maharashtra india hsc chandrapur maharashtra vidya niketan jr college ssc chandrapur maharashtra vidya mandir high school industrial electrical design engineering along project management skill details autocad exprience 74 months enterprise resource planning exprience 6 months eplan exprience 6 monthscompany details company osmoflo engineering services pvt ltd description along project management 1 preparation electrical design basis electrical scope work electrical technical specification electrical data sheet electrical single line diagram sld per project standards 2 preparation review electrical drawings layouts like hazardous area classification electrical indoor outdoor lighting layout earthing lightning protection layout drawing substation equipment trench layout drawing overall cable layout drawing bill material bom mr electrical equipment cable schedules 3 oil gas water treatment plant overseas customer australia company vivid electromech pvt ltd description whole pune region period 06th june 2017 20th aug 2018 nature job electrical sales marketing project management ht lt panels bus duct voltage stabilizers residential commercial industrial projects 1 responsible sales marketing ht lt panels bust duct voltage stabilizer whole pune region overall project management awarded orders 2 developed big customer base pune region useful business development residential commercial industrial projects 3 technical design well commercial bidding negotiation meetings customers market survey 4 authorised panel builder schneider system house ti design l company ador welding ltd description period 17th july 2012 30th may 2017 nature job industrial electrical design along project operation management 1 prepare electrical design basis electrical scope work electrical technical specification electrical data sheet electrical single line diagram sld per project standards 2 prepare review electrical drawings layouts like hazardous area classification electrical indoor outdoor lighting layout earthing lightning protection layout drawing substation equipment trench layout drawing overall cable layout drawing bill material bom mr electrical equipment cable schedules 3 conversant autocad 5 years exp introductory knowledge etap excellent verbal written communication 4 4 years experience applying nec iec csa iecex atex ul fm nfpa api codes standards electrical engineering design 5 rca dfmea part design modification innovation team 6 technical quotation technical query technical bid evaluation co ordinate clients vendors projects 7 vendor development team lead review vendor documents factory eptance test fat site eptance test sat responsibilities handled 1 project lead yibal petroleum development oman project company prakash industries ltd description period 1st sept 2011 6thmay 2012 responsibilities handled 1 operation maintenance various electrical drives related cfbc boiler well turbine section 2 daily operation routine maintenance 132kv ac switch yard nature job 1 electrical operation maintenance 100 mw power plant 2 shift charge 3 months certification courses certified course autocad cadd centre jm road pune
Electrical Engineering,education details electrical engineering skill details microsft office excell power point exprience 120 monthscompany details company indian navy description academia matric diploma electrical engineering nuclear biological chemical defence damage control including fire fighting leadership certificate course 02 weeks management certificate course 04 weeks advance fire fighting including industrial safety 24 weeks
Electrical Engineering,achievement oriented people management skills ability manage change ease proven strength problem solving coordination analysis strong communication interpersonal learning organizing skills matched ability manage stress time people effectively able handle multiple task projects simultaneously willing travel relocate education details b e electrical electronics engineering gulbarga karnataka vtu vishweshwariya university hsc wai maharashtra kisanveer mahavidyalay wai kohlapur university electrical engineer electrical engineer refcon engineering pvt ltd skill details company details company refcon engineering pvt ltd description greenfield project project status 1 libs braseries burkena faso africa completed 2 citrus processing india nanded completed 3 carlsberg group myanmar yangon completed 4 u b united breweries mysore completed 5 u b united breweries hyderabad completed 6 haldiram foods pvt ltd nagpur completed 7 tetra pak india pvt ltd amreli completed 8 u b united breweries rajasthan completed handling activities project preparing project schedules plans engineering designs drawings technical specifications per clients requirements review process p id selection instrument get energy efficient process material specifications approval modifications electrical drawing per requirement process flow diagrams general electrical standards carry automation engineering includes hardware software specification generate control philosophy process automation per p id process necessary technical documentation manuals calculate estimation value projects price bidding clients includes mcc plc panel power control cabling trays earthing material etc selection electrical switchgear ht lt pcc mcc apfc panels power control cable motors protection metering ct pts acbs earthing lightning analog digital instruments floating project enquiries communicate vendors evaluate vendor quotes technical alignment generate power distribution sld drawings per load flow general arrangement drawings panels controllers logic diagrams developing cable route plan schedules cable tray layout autocad tool detailing installation commissioning troubleshooting mcc plc lt panels vfd drives soft starters programming danfoss schnider vacon siemens abb drives working experience siemens s7 300 1200 1500 et 200s series allen bready rs logix5000 plc installation calibration troubleshooting field instruments pressure temperature transmitter pneumatic valves actuators modulating valves solenoid valve flow meter flow switches flow transmitter level transmitter etc carry loop testing per control cable schedule hands experience troubleshooting engineering services maintenance operation managing various electrical power system equipments supervising commissioning activities handling mechanical maintenance service activities operating plant company kisanveer sugars pvt ltd description handling activities 1 5 years experience worked asst electrical engineer erection field across 22 mw power plant testing commissioning electrical maintenance operation allied activities testing commissioning installation ht lt panels vfd drives dc drives panels scheduling planning predictive preventive maintenance process plants root cause analysis including budgeting cost control activities managing overhauling maintenance lt motors dc shunt motors panel switchgears vfds soft starters dg set amf panel plant lighting installation commissioning maintenance power distribution transformer acb vcb sf6 breaker ct pt units fcbc panels ups protection system include microprocessor based relay numerical relay relay co ordination monitoring plans schedules start maintenance activities achieving targets implementing maintenance systems shut time daily power monitoring calculations reporting monthly basis
Electrical Engineering,education details july 2016 may 2019 electrical electronics engineering bhopal madhya pradesh rgpv july 2012 may 2015 diploma electrical electrical engineering bhopal madhya pradesh rgpv university bhopal matric ghs bhuli electrical engineering skill details basic computer electrical machine electrical wiring solar power plant distribution substation exprience less 1 year monthscompany details company enigma business advisor description solar energy 1 solar power plant installation 2 maintenance transmission distribution line 1 installation
Electrical Engineering,education details january 2012 january 2013 b e electrical shivaji university september 2008 hsc pune maharashtra pune university july 2006 ssc pune maharashtra pune university electrical engineer electrical engineer r k electrical pvt ltd skill details company details company r k electrical pvt ltd description experience 1 year 3 months troubleshooting maintenance following electrical equipment type maintenance utility electrical mechanical maintenance two 625 kva diesel generator set kirloskar ht lt switchgear protection system using relays provision interlocking c kirloskar handling ht vacuum sf6 circuit breaker transformer 5000 kva lt air circuit breaker 2000a maintenance stp wtp plant maintenance air blower actuators soft starter eot crane mono rail centrifugal vertical pumps hydraulic machine rolling machine lath machine drill machine ahu hvac chiller etc basic knowledge plc scada operation trouble shooting switchgear control panel pump motor maintenance ups battery charger battery bank motor testing ht lt 450 kw monitoring controlling 110v control panel relays panel involved fault finding relay resetting monitoring correcting power factor service maintenance 55 kw submersible pump maintenance mcc pcc panel servicing motor associated component motor operated valve problem solving power contactor auxiliary contactor relay ct pt effecting preventive predictive maintenance schedules equipment order increase uptime reliability maintenance operation day day activity operation preventive maintenance day day breakdown maintenance conventional maintaining log book check list 33 22kv main feeder 22 11kv distribution line maint h l break work electrical safety knowledge various aspect safety application requirement familiar various safety equipment tools lockout tag electrical switchgear work issue work permit line clearance work electrical distribution network requirement proper usage protective equipment ident statistics
Electrical Engineering,skills 1 mc office 2 autocad 2016 3 introductory knowledge eplan 4 sap erp product specific coding strengths 1 ability complete work within stipulated time 2 keeping calm pressure 3 multi tasking 4 experienced project engineering role 5 good interpersonal skills team spirit flexibility cope stress 6 fluent english 7 good knowledge international standards rules like iso atex nfpa iec nec shell dep etc college final year project topic study control state power grid maharashtra supervisor prof jawaleker place shri sant gajanan maharaj college engineering shegaon maharashtra description project aims study power grid network operation maharashtra state regional power grid centre nagpur india education details thermal power plant engineering nangal punjab national power training institute b e electrical engineering shegaon maharashtra shri sant gajanan maharaj college engineering shegaon maharashtra india hsc chandrapur maharashtra vidya niketan jr college ssc chandrapur maharashtra vidya mandir high school industrial electrical design engineering along project management skill details autocad exprience 74 months enterprise resource planning exprience 6 months eplan exprience 6 monthscompany details company osmoflo engineering services pvt ltd description along project management 1 preparation electrical design basis electrical scope work electrical technical specification electrical data sheet electrical single line diagram sld per project standards 2 preparation review electrical drawings layouts like hazardous area classification electrical indoor outdoor lighting layout earthing lightning protection layout drawing substation equipment trench layout drawing overall cable layout drawing bill material bom mr electrical equipment cable schedules 3 oil gas water treatment plant overseas customer australia company vivid electromech pvt ltd description whole pune region period 06th june 2017 20th aug 2018 nature job electrical sales marketing project management ht lt panels bus duct voltage stabilizers residential commercial industrial projects 1 responsible sales marketing ht lt panels bust duct voltage stabilizer whole pune region overall project management awarded orders 2 developed big customer base pune region useful business development residential commercial industrial projects 3 technical design well commercial bidding negotiation meetings customers market survey 4 authorised panel builder schneider system house ti design l company ador welding ltd description period 17th july 2012 30th may 2017 nature job industrial electrical design along project operation management 1 prepare electrical design basis electrical scope work electrical technical specification electrical data sheet electrical single line diagram sld per project standards 2 prepare review electrical drawings layouts like hazardous area classification electrical indoor outdoor lighting layout earthing lightning protection layout drawing substation equipment trench layout drawing overall cable layout drawing bill material bom mr electrical equipment cable schedules 3 conversant autocad 5 years exp introductory knowledge etap excellent verbal written communication 4 4 years experience applying nec iec csa iecex atex ul fm nfpa api codes standards electrical engineering design 5 rca dfmea part design modification innovation team 6 technical quotation technical query technical bid evaluation co ordinate clients vendors projects 7 vendor development team lead review vendor documents factory eptance test fat site eptance test sat responsibilities handled 1 project lead yibal petroleum development oman project company prakash industries ltd description period 1st sept 2011 6thmay 2012 responsibilities handled 1 operation maintenance various electrical drives related cfbc boiler well turbine section 2 daily operation routine maintenance 132kv ac switch yard nature job 1 electrical operation maintenance 100 mw power plant 2 shift charge 3 months certification courses certified course autocad cadd centre jm road pune
Electrical Engineering,education details electrical engineering skill details microsft office excell power point exprience 120 monthscompany details company indian navy description academia matric diploma electrical engineering nuclear biological chemical defence damage control including fire fighting leadership certificate course 02 weeks management certificate course 04 weeks advance fire fighting including industrial safety 24 weeks
Electrical Engineering,achievement oriented people management skills ability manage change ease proven strength problem solving coordination analysis strong communication interpersonal learning organizing skills matched ability manage stress time people effectively able handle multiple task projects simultaneously willing travel relocate education details b e electrical electronics engineering gulbarga karnataka vtu vishweshwariya university hsc wai maharashtra kisanveer mahavidyalay wai kohlapur university electrical engineer electrical engineer refcon engineering pvt ltd skill details company details company refcon engineering pvt ltd description greenfield project project status 1 libs braseries burkena faso africa completed 2 citrus processing india nanded completed 3 carlsberg group myanmar yangon completed 4 u b united breweries mysore completed 5 u b united breweries hyderabad completed 6 haldiram foods pvt ltd nagpur completed 7 tetra pak india pvt ltd amreli completed 8 u b united breweries rajasthan completed handling activities project preparing project schedules plans engineering designs drawings technical specifications per clients requirements review process p id selection instrument get energy efficient process material specifications approval modifications electrical drawing per requirement process flow diagrams general electrical standards carry automation engineering includes hardware software specification generate control philosophy process automation per p id process necessary technical documentation manuals calculate estimation value projects price bidding clients includes mcc plc panel power control cabling trays earthing material etc selection electrical switchgear ht lt pcc mcc apfc panels power control cable motors protection metering ct pts acbs earthing lightning analog digital instruments floating project enquiries communicate vendors evaluate vendor quotes technical alignment generate power distribution sld drawings per load flow general arrangement drawings panels controllers logic diagrams developing cable route plan schedules cable tray layout autocad tool detailing installation commissioning troubleshooting mcc plc lt panels vfd drives soft starters programming danfoss schnider vacon siemens abb drives working experience siemens s7 300 1200 1500 et 200s series allen bready rs logix5000 plc installation calibration troubleshooting field instruments pressure temperature transmitter pneumatic valves actuators modulating valves solenoid valve flow meter flow switches flow transmitter level transmitter etc carry loop testing per control cable schedule hands experience troubleshooting engineering services maintenance operation managing various electrical power system equipments supervising commissioning activities handling mechanical maintenance service activities operating plant company kisanveer sugars pvt ltd description handling activities 1 5 years experience worked asst electrical engineer erection field across 22 mw power plant testing commissioning electrical maintenance operation allied activities testing commissioning installation ht lt panels vfd drives dc drives panels scheduling planning predictive preventive maintenance process plants root cause analysis including budgeting cost control activities managing overhauling maintenance lt motors dc shunt motors panel switchgears vfds soft starters dg set amf panel plant lighting installation commissioning maintenance power distribution transformer acb vcb sf6 breaker ct pt units fcbc panels ups protection system include microprocessor based relay numerical relay relay co ordination monitoring plans schedules start maintenance activities achieving targets implementing maintenance systems shut time daily power monitoring calculations reporting monthly basis
Electrical Engineering,education details july 2016 may 2019 electrical electronics engineering bhopal madhya pradesh rgpv july 2012 may 2015 diploma electrical electrical engineering bhopal madhya pradesh rgpv university bhopal matric ghs bhuli electrical engineering skill details basic computer electrical machine electrical wiring solar power plant distribution substation exprience less 1 year monthscompany details company enigma business advisor description solar energy 1 solar power plant installation 2 maintenance transmission distribution line 1 installation
Electrical Engineering,education details january 2012 january 2013 b e electrical shivaji university september 2008 hsc pune maharashtra pune university july 2006 ssc pune maharashtra pune university electrical engineer electrical engineer r k electrical pvt ltd skill details company details company r k electrical pvt ltd description experience 1 year 3 months troubleshooting maintenance following electrical equipment type maintenance utility electrical mechanical maintenance two 625 kva diesel generator set kirloskar ht lt switchgear protection system using relays provision interlocking c kirloskar handling ht vacuum sf6 circuit breaker transformer 5000 kva lt air circuit breaker 2000a maintenance stp wtp plant maintenance air blower actuators soft starter eot crane mono rail centrifugal vertical pumps hydraulic machine rolling machine lath machine drill machine ahu hvac chiller etc basic knowledge plc scada operation trouble shooting switchgear control panel pump motor maintenance ups battery charger battery bank motor testing ht lt 450 kw monitoring controlling 110v control panel relays panel involved fault finding relay resetting monitoring correcting power factor service maintenance 55 kw submersible pump maintenance mcc pcc panel servicing motor associated component motor operated valve problem solving power contactor auxiliary contactor relay ct pt effecting preventive predictive maintenance schedules equipment order increase uptime reliability maintenance operation day day activity operation preventive maintenance day day breakdown maintenance conventional maintaining log book check list 33 22kv main feeder 22 11kv distribution line maint h l break work electrical safety knowledge various aspect safety application requirement familiar various safety equipment tools lockout tag electrical switchgear work issue work permit line clearance work electrical distribution network requirement proper usage protective equipment ident statistics
Electrical Engineering,skills 1 mc office 2 autocad 2016 3 introductory knowledge eplan 4 sap erp product specific coding strengths 1 ability complete work within stipulated time 2 keeping calm pressure 3 multi tasking 4 experienced project engineering role 5 good interpersonal skills team spirit flexibility cope stress 6 fluent english 7 good knowledge international standards rules like iso atex nfpa iec nec shell dep etc college final year project topic study control state power grid maharashtra supervisor prof jawaleker place shri sant gajanan maharaj college engineering shegaon maharashtra description project aims study power grid network operation maharashtra state regional power grid centre nagpur india education details thermal power plant engineering nangal punjab national power training institute b e electrical engineering shegaon maharashtra shri sant gajanan maharaj college engineering shegaon maharashtra india hsc chandrapur maharashtra vidya niketan jr college ssc chandrapur maharashtra vidya mandir high school industrial electrical design engineering along project management skill details autocad exprience 74 months enterprise resource planning exprience 6 months eplan exprience 6 monthscompany details company osmoflo engineering services pvt ltd description along project management 1 preparation electrical design basis electrical scope work electrical technical specification electrical data sheet electrical single line diagram sld per project standards 2 preparation review electrical drawings layouts like hazardous area classification electrical indoor outdoor lighting layout earthing lightning protection layout drawing substation equipment trench layout drawing overall cable layout drawing bill material bom mr electrical equipment cable schedules 3 oil gas water treatment plant overseas customer australia company vivid electromech pvt ltd description whole pune region period 06th june 2017 20th aug 2018 nature job electrical sales marketing project management ht lt panels bus duct voltage stabilizers residential commercial industrial projects 1 responsible sales marketing ht lt panels bust duct voltage stabilizer whole pune region overall project management awarded orders 2 developed big customer base pune region useful business development residential commercial industrial projects 3 technical design well commercial bidding negotiation meetings customers market survey 4 authorised panel builder schneider system house ti design l company ador welding ltd description period 17th july 2012 30th may 2017 nature job industrial electrical design along project operation management 1 prepare electrical design basis electrical scope work electrical technical specification electrical data sheet electrical single line diagram sld per project standards 2 prepare review electrical drawings layouts like hazardous area classification electrical indoor outdoor lighting layout earthing lightning protection layout drawing substation equipment trench layout drawing overall cable layout drawing bill material bom mr electrical equipment cable schedules 3 conversant autocad 5 years exp introductory knowledge etap excellent verbal written communication 4 4 years experience applying nec iec csa iecex atex ul fm nfpa api codes standards electrical engineering design 5 rca dfmea part design modification innovation team 6 technical quotation technical query technical bid evaluation co ordinate clients vendors projects 7 vendor development team lead review vendor documents factory eptance test fat site eptance test sat responsibilities handled 1 project lead yibal petroleum development oman project company prakash industries ltd description period 1st sept 2011 6thmay 2012 responsibilities handled 1 operation maintenance various electrical drives related cfbc boiler well turbine section 2 daily operation routine maintenance 132kv ac switch yard nature job 1 electrical operation maintenance 100 mw power plant 2 shift charge 3 months certification courses certified course autocad cadd centre jm road pune
Electrical Engineering,education details electrical engineering skill details microsft office excell power point exprience 120 monthscompany details company indian navy description academia matric diploma electrical engineering nuclear biological chemical defence damage control including fire fighting leadership certificate course 02 weeks management certificate course 04 weeks advance fire fighting including industrial safety 24 weeks
